,propertyName,amenitytype,amenity
11503,Avanti,Pet Policy,100 lb Weight Limit
11504,Avanti,Pet Policy,2 Pet Limit
11505,Avanti,Property Information,Built in 1991
11506,Avanti,Property Information,93 Units/8 Stories
11507,Avanti,Lease Length,3-12
11508,Avanti,Services,24 Hour Availability
11509,Avanti,Services,Online Services
11510,Avanti,Outdoor Space,Courtyard
11511,Avanti,Outdoor Space,Balcony
11512,Avanti,Outdoor Space,Patio
11513,Avanti,Outdoor Space,Deck
11514,Avanti,Features,High Speed Internet Access
11515,Avanti,Features,Washer/Dryer - In Unit
11516,Avanti,Features,Heating
11517,Avanti,Features,Ceiling Fans
11518,Avanti,Features,Smoke Free
11519,Avanti,Features,Cable Ready
11520,Avanti,Features,Tub/Shower
11521,Avanti,Features,Intercom
11522,Avanti,Kitchen,Dishwasher
11523,Avanti,Kitchen,Disposal
11524,Avanti,Kitchen,Kitchen
11525,Avanti,Kitchen,Microwave
11526,Avanti,Kitchen,Range
11527,Avanti,Kitchen,Refrigerator
11528,Avanti,Living Space,Hardwood Floors
11529,Avanti,Living Space,Dining Room
11530,Avanti,Living Space,Vaulted Ceiling
11531,Avanti,Living Space,Loft Layout
11532,Avanti,Security,Package Service
11533,Avanti,Security,Controlled Access
11534,Cyrene,Unique Features,24 Hour Concierge
11535,Cyrene,Unique Features,Chefs Kitchen and Bar
11536,Cyrene,Unique Features,Coffee Bar
11537,Cyrene,Unique Features,Controlled Access
11538,Cyrene,Unique Features,Controlled-access parking
11539,Cyrene,Unique Features,Electric vehicle stations
11540,Cyrene,Unique Features,Expansive Rooftop Deck
11541,Cyrene,Unique Features,Fireplace and Pool Table
11542,Cyrene,Unique Features,Full Size Washer/Dryer in unit
11543,Cyrene,Unique Features,High Speed Internet Access
11544,Cyrene,Unique Features,Recreation Room
11545,Cyrene,Unique Features,Rooftop Clubroom
11546,Cyrene,Unique Features,Theater and Lounge
11547,Cyrene,Unique Features,Three lounge areas
11548,Cyrene,Unique Features,Yoga Studio
11549,Cyrene,Pet Policy,$300 Deposit
11550,Cyrene,Pet Policy,$50 Monthly Pet Rent
11551,Cyrene,Pet Policy,2 Pet Limit
11552,Cyrene,Pet Policy,Must Be Spayed/Neutered
11553,Cyrene,Property Information,Built in 2017
11554,Cyrene,Property Information,169 Units/17 Stories
11555,Cyrene,Lease Length,None
11556,Cyrene,Services,Maintenance on site
11557,Cyrene,Services,24 Hour Availability
11558,Cyrene,Services,Recycling
11559,Cyrene,Services,Dry Cleaning Service
11560,Cyrene,Services,Planned Social Activities
11561,Cyrene,Services,Car Charging Station
11562,Cyrene,Interior,Elevator
11563,Cyrene,Interior,Clubhouse
11564,Cyrene,Interior,Lounge
11565,Cyrene,Interior,Multi Use Room
11566,Cyrene,Interior,Disposal Chutes
11567,Cyrene,Interior,Corporate Suites
11568,Cyrene,Outdoor Space,Waterfront
11569,Cyrene,Outdoor Space,Balcony
11570,Cyrene,Fitness & Recreation,Fitness Center
11571,Cyrene,Fitness & Recreation,Pool
11572,Cyrene,Fitness & Recreation,Playground
11573,Cyrene,Fitness & Recreation,Bike Storage
11574,Cyrene,Fitness & Recreation,Media Center/Movie Theatre
11575,Cyrene,Features,High Speed Internet Access
11576,Cyrene,Features,Washer/Dryer - In Unit
11577,Cyrene,Features,Air Conditioning
11578,Cyrene,Features,Heating
11579,Cyrene,Features,Smoke Free
11580,Cyrene,Features,Cable Ready
11581,Cyrene,Features,Storage Units
11582,Cyrene,Features,Tub/Shower
11583,Cyrene,Kitchen,Dishwasher
11584,Cyrene,Kitchen,Disposal
11585,Cyrene,Kitchen,Kitchen
11586,Cyrene,Kitchen,Microwave
11587,Cyrene,Kitchen,Range
11588,Cyrene,Kitchen,Refrigerator
11589,Cyrene,Living Space,Tile Floors
11590,Cyrene,Living Space,Crown Molding
11591,Cyrene,Living Space,Views
11592,Cyrene,Living Space,Walk-In Closets
11593,Cyrene,Security,Package Service
11594,Cyrene,Security,Controlled Access
11595,Cyrene,Security,Property Manager on Site
11596,Cyrene,Security,Concierge
11597,Gilbert Apartments,Pet Policy,$300 Deposit
11598,Gilbert Apartments,Pet Policy,$25 Monthly Pet Rent
11599,Gilbert Apartments,Pet Policy,50 lb Weight Limit
11600,Gilbert Apartments,Pet Policy,2 Pet Limit
11601,Gilbert Apartments,Pet Policy,Must Be Spayed/Neutered
11602,Gilbert Apartments,Property Information,Built in 2005
11603,Gilbert Apartments,Property Information,54 Units/4 Stories
11604,Gilbert Apartments,Lease Length,6 - 12 Month Leases
11605,Gilbert Apartments,Outdoor Space,Roof Terrace
11606,Gilbert Apartments,Outdoor Space,Courtyard
11607,Gilbert Apartments,Outdoor Space,Grill
11608,Gilbert Apartments,Outdoor Space,Patio
11609,Gilbert Apartments,Outdoor Space,Deck
11610,Gilbert Apartments,Outdoor Space,Grill
11611,Gilbert Apartments,Features,High Speed Internet Access
11612,Gilbert Apartments,Features,Washer/Dryer - In Unit
11613,Gilbert Apartments,Features,Heating
11614,Gilbert Apartments,Features,Ceiling Fans
11615,Gilbert Apartments,Features,Smoke Free
11616,Gilbert Apartments,Features,Cable Ready
11617,Gilbert Apartments,Features,Tub/Shower
11618,Gilbert Apartments,Features,Intercom
11619,Gilbert Apartments,Features,Sprinkler System
11620,Gilbert Apartments,Features,Wheelchair Accessible (Rooms)
11621,Gilbert Apartments,Kitchen,Dishwasher
11622,Gilbert Apartments,Kitchen,Disposal
11623,Gilbert Apartments,Kitchen,Granite Countertops
11624,Gilbert Apartments,Kitchen,Stainless Steel Appliances
11625,Gilbert Apartments,Kitchen,Kitchen
11626,Gilbert Apartments,Kitchen,Microwave
11627,Gilbert Apartments,Kitchen,Oven
11628,Gilbert Apartments,Kitchen,Range
11629,Gilbert Apartments,Kitchen,Refrigerator
11630,Gilbert Apartments,Kitchen,Freezer
11631,Gilbert Apartments,Living Space,Hardwood Floors
11632,Gilbert Apartments,Living Space,Carpet
11633,Gilbert Apartments,Living Space,Dining Room
11634,Gilbert Apartments,Living Space,Den
11635,Gilbert Apartments,Living Space,Vaulted Ceiling
11636,Gilbert Apartments,Living Space,Loft Layout
11637,Gilbert Apartments,Security,Controlled Access
11638,Lucille on Roosevelt,Pet Policy,$300 Deposit
11639,Lucille on Roosevelt,Pet Policy,$50 Monthly Pet Rent
11640,Lucille on Roosevelt,Pet Policy,2 Pet Limit
11641,Lucille on Roosevelt,Pet Policy,Must Be Spayed/Neutered
11642,Lucille on Roosevelt,Property Information,Built in 2019
11643,Lucille on Roosevelt,Property Information,106 Units/7 Stories
11644,Lucille on Roosevelt,Services,Renters Insurance Program
11645,Lucille on Roosevelt,Services,Composting
11646,Lucille on Roosevelt,Services,Pet Play Area
11647,Lucille on Roosevelt,Services,Pet Washing Station
11648,Lucille on Roosevelt,Services,Car Charging Station
11649,Lucille on Roosevelt,Interior,Elevator
11650,Lucille on Roosevelt,Interior,Clubhouse
11651,Lucille on Roosevelt,Outdoor Space,Gated
11652,Lucille on Roosevelt,Outdoor Space,Roof Terrace
11653,Lucille on Roosevelt,Fitness & Recreation,Fitness Center
11654,Lucille on Roosevelt,Fitness & Recreation,Bike Storage
11655,Lucille on Roosevelt,Features,Washer/Dryer - In Unit
11656,Lucille on Roosevelt,Features,Air Conditioning
11657,Lucille on Roosevelt,Features,Heating
11658,Lucille on Roosevelt,Features,Smoke Free
11659,Lucille on Roosevelt,Features,Cable Ready
11660,Lucille on Roosevelt,Features,Tub/Shower
11661,Lucille on Roosevelt,Features,Sprinkler System
11662,Lucille on Roosevelt,Kitchen,Dishwasher
11663,Lucille on Roosevelt,Kitchen,Disposal
11664,Lucille on Roosevelt,Kitchen,Stainless Steel Appliances
11665,Lucille on Roosevelt,Kitchen,Pantry
11666,Lucille on Roosevelt,Kitchen,Kitchen
11667,Lucille on Roosevelt,Kitchen,Microwave
11668,Lucille on Roosevelt,Kitchen,Oven
11669,Lucille on Roosevelt,Kitchen,Range
11670,Lucille on Roosevelt,Kitchen,Refrigerator
11671,Lucille on Roosevelt,Living Space,Vinyl Flooring
11672,Lucille on Roosevelt,Living Space,Built-In Bookshelves
11673,Lucille on Roosevelt,Living Space,Views
11674,Lucille on Roosevelt,Living Space,Window Coverings
11675,Lucille on Roosevelt,Security,Controlled Access
11676,Lucille on Roosevelt,Security,Property Manager on Site
11677,Holgate 12 Apartments,Unique Features,Communal BBQ
11678,Holgate 12 Apartments,Unique Features,Fitness Room
11679,Holgate 12 Apartments,Unique Features,Parcel Locker
11680,Holgate 12 Apartments,Unique Features,Rooftop deck
11681,Holgate 12 Apartments,Unique Features,Secure Bike Storage
11682,Holgate 12 Apartments,Unique Features,Separate Entrance
11683,Holgate 12 Apartments,Unique Features,solid surface countertops
11684,Holgate 12 Apartments,Unique Features,stainless steel applicances
11685,Holgate 12 Apartments,Unique Features,w/d in unit
11686,Holgate 12 Apartments,Pet Policy,$500 Deposit
11687,Holgate 12 Apartments,Pet Policy,$40 Monthly Pet Rent
11688,Holgate 12 Apartments,Property Information,Built in 2015
11689,Holgate 12 Apartments,Property Information,48 Units/6 Stories
11690,Holgate 12 Apartments,Lease Length,12 months
11691,Holgate 12 Apartments,Services,Recycling
11692,Holgate 12 Apartments,Services,Composting
11693,Holgate 12 Apartments,Outdoor Space,Courtyard
11694,Holgate 12 Apartments,Outdoor Space,Balcony
11695,Holgate 12 Apartments,Outdoor Space,Patio
11696,Holgate 12 Apartments,Fitness & Recreation,Fitness Center
11697,Holgate 12 Apartments,Features,Washer/Dryer - In Unit
11698,Holgate 12 Apartments,Features,Heating
11699,Holgate 12 Apartments,Features,Cable Ready
11700,Holgate 12 Apartments,Features,Tub/Shower
11701,Holgate 12 Apartments,Features,Sprinkler System
11702,Holgate 12 Apartments,Features,Wheelchair Accessible (Rooms)
11703,Holgate 12 Apartments,Kitchen,Dishwasher
11704,Holgate 12 Apartments,Kitchen,Disposal
11705,Holgate 12 Apartments,Kitchen,Granite Countertops
11706,Holgate 12 Apartments,Kitchen,Stainless Steel Appliances
11707,Holgate 12 Apartments,Kitchen,Kitchen
11708,Holgate 12 Apartments,Kitchen,Microwave
11709,Holgate 12 Apartments,Kitchen,Oven
11710,Holgate 12 Apartments,Kitchen,Range
11711,Holgate 12 Apartments,Kitchen,Refrigerator
11712,Holgate 12 Apartments,Kitchen,Freezer
11713,Holgate 12 Apartments,Living Space,Hardwood Floors
11714,Holgate 12 Apartments,Living Space,Carpet
11715,Holgate 12 Apartments,Living Space,Views
11716,Holgate 12 Apartments,Living Space,Double Pane Windows
11717,Holgate 12 Apartments,Living Space,Window Coverings
11718,Holgate 12 Apartments,Security,Controlled Access
11719,Executive Estates,Unique Features,Indoor Year Round Pool and Spa
11720,Executive Estates,Pet Policy,$25 Monthly Pet Rent
11721,Executive Estates,Pet Policy,2 Pet Limit
11722,Executive Estates,Property Information,Built in 1966
11723,Executive Estates,Property Information,551 Units/3 Stories
11724,Executive Estates,Lease Length,6 - 12 Month Leases
11725,Executive Estates,Services,Laundry Facilities
11726,Executive Estates,Services,Maintenance on site
11727,Executive Estates,Services,Trash Pickup - Curbside
11728,Executive Estates,Services,Recycling
11729,Executive Estates,Services,Composting
11730,Executive Estates,Interior,Elevator
11731,Executive Estates,Interior,Clubhouse
11732,Executive Estates,Interior,Multi Use Room
11733,Executive Estates,Outdoor Space,Cabana
11734,Executive Estates,Outdoor Space,Courtyard
11735,Executive Estates,Outdoor Space,Grill
11736,Executive Estates,Outdoor Space,Picnic Area
11737,Executive Estates,Outdoor Space,Pond
11738,Executive Estates,Outdoor Space,Balcony
11739,Executive Estates,Outdoor Space,Patio
11740,Executive Estates,Outdoor Space,Deck
11741,Executive Estates,Outdoor Space,Lawn
11742,Executive Estates,Outdoor Space,Grill
11743,Executive Estates,Fitness & Recreation,Fitness Center
11744,Executive Estates,Fitness & Recreation,Spa
11745,Executive Estates,Fitness & Recreation,Pool
11746,Executive Estates,Fitness & Recreation,Basketball Court
11747,Executive Estates,Fitness & Recreation,Tennis Court
11748,Executive Estates,Features,High Speed Internet Access
11749,Executive Estates,Features,Washer/Dryer - In Unit
11750,Executive Estates,Features,Heating
11751,Executive Estates,Features,Smoke Free
11752,Executive Estates,Features,Cable Ready
11753,Executive Estates,Features,Satellite TV
11754,Executive Estates,Features,Double Vanities
11755,Executive Estates,Features,Tub/Shower
11756,Executive Estates,Features,Fireplace
11757,Executive Estates,Features,Intercom
11758,Executive Estates,Kitchen,Dishwasher
11759,Executive Estates,Kitchen,Disposal
11760,Executive Estates,Kitchen,Kitchen
11761,Executive Estates,Kitchen,Oven
11762,Executive Estates,Kitchen,Range
11763,Executive Estates,Kitchen,Refrigerator
11764,Executive Estates,Kitchen,Freezer
11765,Executive Estates,Living Space,Carpet
11766,Executive Estates,Living Space,Dining Room
11767,Executive Estates,Living Space,Views
11768,Executive Estates,Living Space,Walk-In Closets
11769,Executive Estates,Living Space,Linen Closet
11770,Executive Estates,Living Space,Double Pane Windows
11771,Executive Estates,Living Space,Window Coverings
11772,Executive Estates,Living Space,Large Bedrooms
11773,Executive Estates,Security,Controlled Access
11774,Executive Estates,Security,Property Manager on Site
11775,Nine & Pine,Unique Features,Floor to Ceiling Windows
11776,Nine & Pine,Pet Policy,$250 Deposit
11777,Nine & Pine,Pet Policy,$45 Monthly Pet Rent
11778,Nine & Pine,Pet Policy,2 Pet Limit
11779,Nine & Pine,Property Information,Built in 2015
11780,Nine & Pine,Property Information,74 Units/7 Stories
11781,Nine & Pine,Services,Recycling
11782,Nine & Pine,Services,Online Services
11783,Nine & Pine,Services,Pet Play Area
11784,Nine & Pine,Interior,Clubhouse
11785,Nine & Pine,Outdoor Space,Roof Terrace
11786,Nine & Pine,Outdoor Space,Grill
11787,Nine & Pine,Outdoor Space,Grill
11788,Nine & Pine,Fitness & Recreation,Bike Storage
11789,Nine & Pine,Features,High Speed Internet Access
11790,Nine & Pine,Features,Wi-Fi
11791,Nine & Pine,Features,Washer/Dryer - In Unit
11792,Nine & Pine,Features,Washer/Dryer Hookup
11793,Nine & Pine,Features,Heating
11794,Nine & Pine,Features,Smoke Free
11795,Nine & Pine,Features,Cable Ready
11796,Nine & Pine,Features,Storage Units
11797,Nine & Pine,Features,Tub/Shower
11798,Nine & Pine,Features,Sprinkler System
11799,Nine & Pine,Features,Wheelchair Accessible (Rooms)
11800,Nine & Pine,Kitchen,Dishwasher
11801,Nine & Pine,Kitchen,Disposal
11802,Nine & Pine,Kitchen,Ice Maker
11803,Nine & Pine,Kitchen,Stainless Steel Appliances
11804,Nine & Pine,Kitchen,Kitchen
11805,Nine & Pine,Kitchen,Microwave
11806,Nine & Pine,Kitchen,Oven
11807,Nine & Pine,Kitchen,Range
11808,Nine & Pine,Kitchen,Refrigerator
11809,Nine & Pine,Kitchen,Freezer
11810,Nine & Pine,Security,Controlled Access
11811,Nine & Pine,Security,Property Manager on Site
11812,M Street,Unique Features,BBQ/Picnic Area
11813,M Street,Unique Features,Bike Racks
11814,M Street,Unique Features,Cable Ready
11815,M Street,Unique Features,Carpeting
11816,M Street,Unique Features,Ceiling Fan
11817,M Street,Unique Features,Controlled access underground parking
11818,M Street,Unique Features,Courtesy Patrol
11819,M Street,Unique Features,Dishwasher
11820,M Street,Unique Features,Disposal
11821,M Street,Unique Features,Easy access to I-5
11822,M Street,Unique Features,Efficient Appliances
11823,M Street,Unique Features,Enjoy a Wonderful View
11824,M Street,Unique Features,Extra Storage
11825,M Street,Unique Features,Full size washer/dryer
11826,M Street,Unique Features,Generous balconies
11827,M Street,Unique Features,Hardwood Floors
11828,M Street,Unique Features,High Ceilings
11829,M Street,Unique Features,High Speed Internet Access
11830,M Street,Unique Features,Incredible views
11831,M Street,Unique Features,Large Closets
11832,M Street,Unique Features,Microwave
11833,M Street,Unique Features,Patio/Balcony
11834,M Street,Unique Features,Penthouses available
11835,M Street,Unique Features,Recycling
11836,M Street,Unique Features,Refrigerator
11837,M Street,Unique Features,Rooftop club
11838,M Street,Unique Features,Rooftop dog park with dog run
11839,M Street,Unique Features,View
11840,M Street,Unique Features,Washer/Dryer
11841,M Street,Unique Features,Wheelchair Access
11842,M Street,Pet Policy,$300 Deposit
11843,M Street,Pet Policy,$30 Monthly Pet Rent
11844,M Street,Pet Policy,$300 Fee
11845,M Street,Pet Policy,2 Pet Limit
11846,M Street,Property Information,Built in 2007
11847,M Street,Property Information,220 Units/17 Stories
11848,M Street,Lease Length,"6, 7, 8, 9, 10, 11, 12"
11849,M Street,Services,Maintenance on site
11850,M Street,Services,Guest Apartment
11851,M Street,Services,Pet Play Area
11852,M Street,Services,Public Transportation
11853,M Street,Interior,Elevator
11854,M Street,Interior,Business Center
11855,M Street,Outdoor Space,Gated
11856,M Street,Outdoor Space,Roof Terrace
11857,M Street,Outdoor Space,Sundeck
11858,M Street,Outdoor Space,Balcony
11859,M Street,Outdoor Space,Grill
11860,M Street,Fitness & Recreation,Fitness Center
11861,M Street,Features,High Speed Internet Access
11862,M Street,Features,Washer/Dryer - In Unit
11863,M Street,Features,Cable Ready
11864,M Street,Features,Storage Units
11865,M Street,Features,Wheelchair Accessible (Rooms)
11866,M Street,Kitchen,Dishwasher
11867,M Street,Kitchen,Disposal
11868,M Street,Kitchen,Stainless Steel Appliances
11869,M Street,Kitchen,Microwave
11870,M Street,Living Space,Carpet
11871,M Street,Living Space,Views
11872,M Street,Living Space,Walk-In Closets
11873,M Street,Living Space,Window Coverings
11874,M Street,Security,Package Service
11875,M Street,Security,Controlled Access
11876,M Street,Security,Property Manager on Site
11877,Maple Leaf Plaza,Pet Policy,$300 Deposit
11878,Maple Leaf Plaza,Pet Policy,20 lb Weight Limit
11879,Maple Leaf Plaza,Pet Policy,1 Pet Limit
11880,Maple Leaf Plaza,Property Information,Built in 1995
11881,Maple Leaf Plaza,Property Information,52 Units/4 Stories
11882,Maple Leaf Plaza,Lease Length,9 - 12 Month Leases
11883,Maple Leaf Plaza,Services,Laundry Facilities
11884,Maple Leaf Plaza,Services,24 Hour Availability
11885,Maple Leaf Plaza,Services,On-Site Retail
11886,Maple Leaf Plaza,Services,Recycling
11887,Maple Leaf Plaza,Interior,Elevator
11888,Maple Leaf Plaza,Outdoor Space,Courtyard
11889,Maple Leaf Plaza,Outdoor Space,Balcony
11890,Maple Leaf Plaza,Outdoor Space,Patio
11891,Maple Leaf Plaza,Outdoor Space,Deck
11892,Maple Leaf Plaza,Student Features,Individual Locking Bedrooms
11893,Maple Leaf Plaza,Student Features,Private Bathroom
11894,Maple Leaf Plaza,Features,High Speed Internet Access
11895,Maple Leaf Plaza,Features,Washer/Dryer - In Unit
11896,Maple Leaf Plaza,Features,Heating
11897,Maple Leaf Plaza,Features,Smoke Free
11898,Maple Leaf Plaza,Features,Cable Ready
11899,Maple Leaf Plaza,Features,Storage Units
11900,Maple Leaf Plaza,Features,Double Vanities
11901,Maple Leaf Plaza,Features,Tub/Shower
11902,Maple Leaf Plaza,Features,Wheelchair Accessible (Rooms)
11903,Maple Leaf Plaza,Kitchen,Dishwasher
11904,Maple Leaf Plaza,Kitchen,Disposal
11905,Maple Leaf Plaza,Kitchen,Pantry
11906,Maple Leaf Plaza,Kitchen,Kitchen
11907,Maple Leaf Plaza,Kitchen,Oven
11908,Maple Leaf Plaza,Kitchen,Range
11909,Maple Leaf Plaza,Kitchen,Refrigerator
11910,Maple Leaf Plaza,Kitchen,Freezer
11911,Maple Leaf Plaza,Kitchen,Coffee System
11912,Maple Leaf Plaza,Living Space,Hardwood Floors
11913,Maple Leaf Plaza,Living Space,Carpet
11914,Maple Leaf Plaza,Living Space,Vinyl Flooring
11915,Maple Leaf Plaza,Living Space,Dining Room
11916,Maple Leaf Plaza,Living Space,Den
11917,Maple Leaf Plaza,Living Space,Views
11918,Maple Leaf Plaza,Living Space,Walk-In Closets
11919,Maple Leaf Plaza,Living Space,Linen Closet
11920,Maple Leaf Plaza,Living Space,Window Coverings
11921,Maple Leaf Plaza,Living Space,Large Bedrooms
11922,Maple Leaf Plaza,Security,Package Service
11923,Maple Leaf Plaza,Security,Controlled Access
11924,Maple Leaf Plaza,Security,Video Patrol
11925,Avalon Micro Studios,Unique Features,Common Kitchens
11926,Avalon Micro Studios,Unique Features,Furnished with a bed
11927,Avalon Micro Studios,Unique Features,Views
11928,Avalon Micro Studios,Property Information,Built in 2016
11929,Avalon Micro Studios,Property Information,56 Units/6 Stories
11930,Avalon Micro Studios,Services,Laundry Facilities
11931,Avalon Micro Studios,Fitness & Recreation,Walking/Biking Trails
11932,Avalon Micro Studios,Features,High Speed Internet Access
11933,Avalon Micro Studios,Features,Smoke Free
11934,Avalon Micro Studios,Features,Cable Ready
11935,Avalon Micro Studios,Kitchen,Microwave
11936,Avalon Micro Studios,Living Space,Bay Window
11937,Quintessa Apartments,Pet Policy,$150 Deposit
11938,Quintessa Apartments,Pet Policy,$150 Fee
11939,Quintessa Apartments,Pet Policy,40 lb Weight Limit
11940,Quintessa Apartments,Pet Policy,2 Pet Limit
11941,Quintessa Apartments,Property Information,Built in 2007
11942,Quintessa Apartments,Property Information,132 Units/12 Stories
11943,Quintessa Apartments,Lease Length,6-12 months
11944,Quintessa Apartments,Services,Wi-Fi at Pool and Clubhouse
11945,Quintessa Apartments,Interior,Elevator
11946,Quintessa Apartments,Interior,Business Center
11947,Quintessa Apartments,Outdoor Space,Gated
11948,Quintessa Apartments,Fitness & Recreation,Fitness Center
11949,Quintessa Apartments,Features,High Speed Internet Access
11950,Quintessa Apartments,Features,Wi-Fi
11951,Quintessa Apartments,Features,Washer/Dryer - In Unit
11952,Quintessa Apartments,Features,Air Conditioning
11953,Quintessa Apartments,Features,Heating
11954,Quintessa Apartments,Features,Smoke Free
11955,Quintessa Apartments,Features,Wheelchair Accessible (Rooms)
11956,Quintessa Apartments,Kitchen,Dishwasher
11957,Quintessa Apartments,Kitchen,Disposal
11958,Quintessa Apartments,Kitchen,Kitchen
11959,Quintessa Apartments,Kitchen,Range
11960,Quintessa Apartments,Kitchen,Refrigerator
11961,Quintessa Apartments,Living Space,Views
11962,Quintessa Apartments,Security,Controlled Access
11963,Junction 160,Unique Features,Balcony
11964,Junction 160,Unique Features,Bike Storage
11965,Junction 160,Unique Features,Brand New Hardwood Floors
11966,Junction 160,Unique Features,Movie Room
11967,Junction 160,Unique Features,Recreation Room
11968,Junction 160,Unique Features,Stainless Steel Appliances
11969,Junction 160,Unique Features,Walk-In Closets *
11970,Junction 160,Unique Features,Washer and Dryer In Each Home
11971,Junction 160,Pet Policy,$300 Deposit
11972,Junction 160,Pet Policy,$35 Monthly Pet Rent
11973,Junction 160,Pet Policy,$250 Fee
11974,Junction 160,Pet Policy,70 lb Weight Limit
11975,Junction 160,Pet Policy,2 Pet Limit
11976,Junction 160,Property Information,Built in 1978
11977,Junction 160,Property Information,Renovated in Aug 2016
11978,Junction 160,Property Information,60 Units/4 Stories
11979,Junction 160,Lease Length,12
11980,Junction 160,Services,Wi-Fi at Pool and Clubhouse
11981,Junction 160,Services,Maintenance on site
11982,Junction 160,Services,Online Services
11983,Junction 160,Interior,Elevator
11984,Junction 160,Interior,Clubhouse
11985,Junction 160,Interior,Lounge
11986,Junction 160,Interior,Storage Space
11987,Junction 160,Interior,Conference Room
11988,Junction 160,Outdoor Space,Cabana
11989,Junction 160,Outdoor Space,Courtyard
11990,Junction 160,Outdoor Space,Grill
11991,Junction 160,Outdoor Space,Picnic Area
11992,Junction 160,Outdoor Space,Patio
11993,Junction 160,Outdoor Space,Deck
11994,Junction 160,Outdoor Space,Lawn
11995,Junction 160,Fitness & Recreation,Bike Storage
11996,Junction 160,Features,High Speed Internet Access
11997,Junction 160,Features,Washer/Dryer - In Unit
11998,Junction 160,Features,Cable Ready
11999,Junction 160,Features,Storage Units
12000,Junction 160,Kitchen,Dishwasher
12001,Junction 160,Kitchen,Disposal
12002,Junction 160,Kitchen,Stainless Steel Appliances
12003,Junction 160,Kitchen,Microwave
12004,Junction 160,Kitchen,Oven
12005,Junction 160,Kitchen,Range
12006,Junction 160,Kitchen,Refrigerator
12007,Junction 160,Kitchen,Instant Hot Water
12008,Junction 160,Living Space,Dining Room
12009,Junction 160,Living Space,Vaulted Ceiling
12010,Junction 160,Living Space,Walk-In Closets
12011,Junction 160,Living Space,Linen Closet
12012,Junction 160,Living Space,Double Pane Windows
12013,Junction 160,Security,Controlled Access
12014,Junction 160,Security,Property Manager on Site
12015,Sheridan Beach Terrace,Unique Features,Direct Access To Walking/Biking Trail
12016,Sheridan Beach Terrace,Unique Features,Garage parking
12017,Sheridan Beach Terrace,Unique Features,Grilling Station
12018,Sheridan Beach Terrace,Unique Features,Lake views
12019,Sheridan Beach Terrace,Unique Features,Lake Washington Views
12020,Sheridan Beach Terrace,Unique Features,Large Floor To Ceiling Closets
12021,Sheridan Beach Terrace,Unique Features,Natural Lighting
12022,Sheridan Beach Terrace,Unique Features,Pet Friendly
12023,Sheridan Beach Terrace,Unique Features,Roof Top Terrace
12024,Sheridan Beach Terrace,Unique Features,Three Panel Sliding Doors
12025,Sheridan Beach Terrace,Unique Features,Updated Counter Tops And Cabinets
12026,Sheridan Beach Terrace,Unique Features,Wrap Around Balcony'S
12027,Sheridan Beach Terrace,Pet Policy,$300 Deposit
12028,Sheridan Beach Terrace,Pet Policy,$35 Monthly Pet Rent
12029,Sheridan Beach Terrace,Pet Policy,$200 Fee
12030,Sheridan Beach Terrace,Property Information,Built in 1965
12031,Sheridan Beach Terrace,Property Information,Renovated in Jan 2016
12032,Sheridan Beach Terrace,Property Information,53 Units/6 Stories
12033,Sheridan Beach Terrace,Lease Length,6-12 months
12034,Sheridan Beach Terrace,Services,Laundry Facilities
12035,Sheridan Beach Terrace,Services,Public Transportation
12036,Sheridan Beach Terrace,Interior,Elevator
12037,Sheridan Beach Terrace,Outdoor Space,Picnic Area
12038,Sheridan Beach Terrace,Outdoor Space,Waterfront
12039,Sheridan Beach Terrace,Outdoor Space,Balcony
12040,Sheridan Beach Terrace,Outdoor Space,Patio
12041,Sheridan Beach Terrace,Features,Washer/Dryer - In Unit
12042,Sheridan Beach Terrace,Features,Heating
12043,Sheridan Beach Terrace,Features,Ceiling Fans
12044,Sheridan Beach Terrace,Features,Smoke Free
12045,Sheridan Beach Terrace,Features,Cable Ready
12046,Sheridan Beach Terrace,Features,Storage Units
12047,Sheridan Beach Terrace,Features,Tub/Shower
12048,Sheridan Beach Terrace,Kitchen,Dishwasher
12049,Sheridan Beach Terrace,Kitchen,Disposal
12050,Sheridan Beach Terrace,Kitchen,Kitchen
12051,Sheridan Beach Terrace,Kitchen,Oven
12052,Sheridan Beach Terrace,Kitchen,Range
12053,Sheridan Beach Terrace,Kitchen,Refrigerator
12054,Sheridan Beach Terrace,Living Space,Carpet
12055,Sheridan Beach Terrace,Living Space,Vinyl Flooring
12056,Sheridan Beach Terrace,Living Space,Dining Room
12057,Sheridan Beach Terrace,Living Space,Office
12058,Sheridan Beach Terrace,Living Space,Den
12059,Sheridan Beach Terrace,Living Space,Views
12060,Sheridan Beach Terrace,Living Space,Double Pane Windows
12061,Sheridan Beach Terrace,Living Space,Window Coverings
12062,Sheridan Beach Terrace,Living Space,Large Bedrooms
12063,REO Flats,Unique Features,2 Elevators
12064,REO Flats,Unique Features,Accent wall colors
12065,REO Flats,Unique Features,BBQ and outdoor seating
12066,REO Flats,Unique Features,Built-Green Building
12067,REO Flats,Unique Features,Ceiling height 8.5'-9.0'
12068,REO Flats,Unique Features,"City views (S & W facing, floors 3-7)"
12069,REO Flats,Unique Features,Controlled access building and garage
12070,REO Flats,Unique Features,Designer color schemes
12071,REO Flats,Unique Features,Dog run
12072,REO Flats,Unique Features,Early 1900's mercantile style building
12073,REO Flats,Unique Features,Electric vehicle charge stations
