,propertyName,room,costRange
1248,4511 40th Ave NE Unit 4511 1/2,1 Bedroom ,1350
1249,3 bedroom in Seattle WA 98178,3 Bedrooms ,2700
1250,403 Terry Ave Unit APARTMENT 2,2 Bedrooms ,1950
1251,3119 W Commodore Way,1 Bedroom ,1395
1252,"1 br, 1 bath Cooperative - 9256 21st Ave SW",1 Bedroom ,650
1253,3128 Portage Bay Pl E,2 Bedrooms ,2000
1254,2 bedroom in Seattle WA 98105,2 Bedrooms ,1850
1255,4115 E Galer St,3 Bedrooms ,6700
1256,12233 Fremont Ave N,2 Bedrooms ,2100
1257,10229 38th Ave SW,3 Bedrooms ,2295
1258,Single Family Home near Green Lake,3 Bedrooms ,2495
1259,Rivet Apartments,1 Bedroom ,1965
1260,Rivet Apartments,2 Bedrooms ,2998
1261,Stunning Judkins Townhome!,3 Bedrooms ,4095
1262,11334 40th Ave NE,2 Bedrooms ,2650
1263,100 Martin Luther King Jr Way Unit #1,2 Bedrooms ,1895
1264,0 bedroom in Seattle WA 98144,Studio ,1395
1265,3 bedroom in Seattle WA 98106,3 Bedrooms ,2895
1266,0 bedroom in Seattle WA 98112,Studio ,1750
1267,6118 23rd Ave S,3 Bedrooms ,2750
1268,817 Martin Luther King Jr Way Unit A23 (2SW),1 Bedroom ,825
1269,Bright 3 Bedroom Beacon Hill Home,3 Bedrooms ,3595
1270,"5 br, 3.5 bath House - 12636 4th Ave SW",4+ Bedrooms ,5600
1271,"2 br, 1.5 bath House - 3622B 22nd Ave West",2 Bedrooms ,2450
1272,5800 46th Ave S,2 Bedrooms ,2695
1273,2345 NE 104th Way,3 Bedrooms ,2899
1274,3018 NW 85th St,2 Bedrooms ,1695
1275,1115 17th Ave,1 Bedroom ,1650
1276,Bowman,Studio,0
1277,Bowman,1 Bedroom ,1761
1278,Bowman,2 Bedrooms ,3122
1279,6012 5th Ave NW,4 Bedrooms ,2750
1280,11038 Lake City Way NE,2 Bedrooms ,1995
1281,13341 15th Ave NE,2 Bedrooms ,1700
1282,611 N 50th St,2 Bedrooms ,1550
1283,4001 NE 50th St,1 Bedroom ,1395
1284,4051 Gilman Ave W,2 Bedrooms ,1625
1285,7101 Roosevelt Way NE Unit #107,2 Bedrooms ,1795
1286,"1 br, 1 bath Condo - 1000 Aurora Ave N",1 Bedroom ,1975
1287,8626 10th Ave SW,2 Bedrooms ,1700
1288,1038 Lakeview Blvd E Unit #B,2 Bedrooms ,2200
1289,Ascent South Lake Union,1 Bedroom ,2400
1290,Ascent South Lake Union,2 Bedrooms ,3206
1291,Ascent South Lake Union,3 Bedrooms ,8415
1292,10765 14th Ave SW,1 Bedroom ,1350
1293,9405 45th Ave SW,4 Bedrooms ,3400
1294,11050 16th Ave SW,2 Bedrooms ,1500
1295,3115 S 192nd St,2 Bedrooms ,1460
1296,2148 SW Holden St Unit B3,2 Bedrooms ,1600
1297,14045 Greenwood Ave N Unit 201,1 Bedroom ,1595
1298,2 bedroom in Seattle WA 98112,2 Bedrooms ,2995
1299,5 bedroom in Seattle WA 98125,4+ Bedrooms ,9800
1300,The Elektra Condominiums - 2 bedrooms,2 Bedrooms ,2650
1301,Charming Ballard Tri Plex,2 Bedrooms ,2475
1302,McKenzie,Studio ,2097
1303,McKenzie,1 Bedroom ,2622
1304,McKenzie,2 Bedrooms ,3604
1305,McKenzie,3 Bedrooms ,8336
1306,Gorgeous Whittier Craftsman,3 Bedrooms ,3795
1307,9721 20th Ave NE,3 Bedrooms ,2895
1308,3516 NE 75th St Unit 12,2 Bedrooms ,1750
1309,"10011 51st Ave S, Unit C",1 Bedroom ,1700
1310,1408 NE 154th St,2 Bedrooms ,1785
1311,624 Yale,Studio ,1700
1312,624 Yale,1 Bedroom ,1950
1313,624 Yale,2 Bedrooms ,3150
1314,11405 37th Ave SW,2 Bedrooms ,2554
1315,5134 S Fountain St,3 Bedrooms ,2500
1316,7309 3rd Ave NW,3 Bedrooms ,4495
1317,"2 br, 2 bath Condo - Royal Crest Condominiums",2 Bedrooms ,3200
1318,"2 br, 2 bath House - 2721 1st Ave #1002",2 Bedrooms ,4195
1319,STAZIONE25,Studio ,1800
1320,STAZIONE25,1 Bedroom ,1628
1321,STAZIONE25,2 Bedrooms ,3000
1322,5511 University Way NE,2 Bedrooms ,1450
1323,"1 br, 1 bath House - 590 1st Ave S, Unit 1002",1 Bedroom ,2450
1324,"4 br, 3 bath House - 1511 36th Ave S",4 Bedrooms ,6000
1325,3250 California Ave SW,1 Bedroom ,1495
1326,"1 br, 1 bath Apartment - 1120 N 93rd Street",1 Bedroom ,1445
1327,2323 W Newton St,2 Bedrooms ,1700
1328,5631 California Ave SW,2 Bedrooms ,2103
1329,100 Aloha St,2 Bedrooms ,1795
1330,6568 4th Ave NE Unit #26,1 Bedroom ,1745
1331,201 Galer St Unit Ste. 328,2 Bedrooms ,3395
1332,Cadence,1 Bedroom ,1849
1333,Cadence,2 Bedrooms,0
1334,9514 8th Ave NW,1 Bedroom ,1495
1335,105 Mercer St,Studio ,1325
1336,3849 Woodlawn Ave N,3 Bedrooms ,2995
1337,1311 12th Ave S Unit #D201,2 Bedrooms ,2395
1338,Top floor Condo filled with light,2 Bedrooms ,1695
1339,Alexan 100,Studio ,1790
1340,Alexan 100,1 Bedroom ,2287
1341,Alexan 100,2 Bedrooms ,3495
1342,Alexan 100,3 Bedrooms,0
1343,1021 S Bailey St,2 Bedrooms ,1595
1344,1210 Alki Ave SW Unit # 600,2 Bedrooms ,3300
1345,2341 NE 55th St,1 Bedroom ,1350
1346,"4 br, 3 bath House - 10044 46TH PL NE",4 Bedrooms ,3850
1347,"3 br, 2 bath House - 9021 17th Ave. NE, upper",3 Bedrooms ,2995
1348,Vida Seattle,Studio ,1717
1349,Vida Seattle,1 Bedroom ,1940
1350,Vida Seattle,2 Bedrooms ,3102
1351,"2 br, 1 bath House - 3854 30th Ave W.",2 Bedrooms ,2399
1352,9020 35th Ave SW,1 Bedroom ,1450
1353,3017 60th Ave SW,1 Bedroom ,1995
1354,12340 33rd Ave NE,1 Bedroom ,1395
1355,"4 br, 2.5 bath House - 929 23rd Ave",4 Bedrooms ,4350
1356,Sedona Apartments,Studio ,846
1357,Sedona Apartments,1 Bedroom ,2322
1358,Sedona Apartments,2 Bedrooms,0
1359,4706 SW Spokane St,1 Bedroom ,1695
1360,2407 E Ward St,1 Bedroom ,1350
1361,1916 14th Ave W,Studio ,1150
1362,3825 34th Ave W,1 Bedroom ,1675
1363,11244 Greenwood Ave N,2 Bedrooms ,1895
1364,7060 Lincoln Park Way SW,2 Bedrooms ,1895
1365,4528 44th Ave SW,Studio ,1225
1366,4915 Lake Washington Blvd S Unit A/B,1 Bedroom ,1550
1367,9711 Greenwood Ave N,1 Bedroom ,1300
1368,4919 SW Stevens St,1 Bedroom ,1895
1369,Broadstone Sky,1 Bedroom ,1660
1370,Broadstone Sky,2 Bedrooms ,2735
1371,2425 Montavista Pl W,4+ Bedrooms ,5395
1372,3518 SW Elmgrove St,1 Bedroom ,1500
1373,"2 br, 1 bath House - 923 N 68th Street",2 Bedrooms ,2995
1374,"3 br, 1 bath House - 8533 18th Ave NW",3 Bedrooms ,3600
1375,1320 14th Ave S,2 Bedrooms ,1695
1376,Overlook at Westridge,Studio,0
1377,Overlook at Westridge,1 Bedroom ,1764
1378,Overlook at Westridge,2 Bedrooms ,1899
1379,Overlook at Westridge,3 Bedrooms ,2451
1380,10306 Holman Rd N,Studio ,1100
1381,311 6th Ave S,Studio ,1195
1382,1307 N Northgate Way,Studio ,1295
1383,3631 13th Ave W,2 Bedrooms ,1600
1384,500 W Mercer St,2 Bedrooms ,2400
1385,Batik,Studio,0
1386,Batik,1 Bedroom ,2030
1387,Batik,2 Bedrooms ,2940
1388,"6 br, 3 bath House - 12705 27th Ave NE",4+ Bedrooms ,3150
1389,3230 SW Avalon Way,1 Bedroom ,1395
1390,7719 Renton Ave S,2 Bedrooms ,1725
1391,Malloy,Studio ,1368
1392,Malloy,1 Bedroom ,1889
1393,Garden Pointe,1 Bedroom ,1525
1394,Garden Pointe,2 Bedrooms ,1695
1395,HANA Apartments,1 Bedroom ,1320
1396,HANA Apartments,2 Bedrooms ,1936
1397,Sorento Flats,Studio ,995
1398,Rise on 67th,Studio ,1045
1399,Derby South Lake Union,Studio ,1300
1400,Oakwood Residence Seattle South Lake Union,Studio ,1699
1401,Oakwood Residence Seattle South Lake Union,1 Bedroom ,2000
1402,Novo Seattle,Studio ,1050
1403,Maude Urban Living,Studio ,999
1404,Common Madison,Studio ,1000
1405,Kinects Tower,Studio ,1755
1406,Kinects Tower,1 Bedroom ,2815
1407,Kinects Tower,2 Bedrooms ,4065
1408,Arrive,Studio ,2095
1409,Arrive,1 Bedroom ,2895
1410,Arrive,2 Bedrooms ,4120
1411,Thornton Place,Studio ,1940
1412,Thornton Place,1 Bedroom ,1612
1413,Thornton Place,2 Bedrooms ,2018
1414,Vertex Off Broadway,Studio ,1559
1415,Vertex Off Broadway,1 Bedroom ,2050
1416,Vertex Off Broadway,2 Bedrooms ,3185
